showId,category,title,tags,age_rating,rating_description,description,representation,duration_txt,duration_sec,first_broadcast,synopsis_small,synopsis_medium,synopsis_large,image
190,Comedy,The Catherine Tate Show - Series 1: Episode 3,"BBC, iPlayer, TV, The Catherine Tate Show, Series 1: Episode 3",15,strong language,"Meet the Doncaster Spinners ageing majorette, the manipulative nan and an enigmatic cop.",3.0,29 mins,1735,10pm 1 Mar 2004,"Meet the Doncaster Spinners' ageing majorette, the manipulative nan and an enigmatic cop.","Meet the Doncaster Spinners' ageing majorette, the manipulative nan and the enigmatic cop.",No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p02jppv1.jpg
192,Signed,MasterChef: The Professionals - Series 14: Episode 13 - Signed,"BBC, iPlayer, TV, MasterChef: The Professionals, Series 14: Episode 13",PG,language,Heat sevens Skills Test involves a prawn omelette and chicken kofte with cucumber salad.,3.0,29 mins,1725,7:30pm 29 Nov 2021,Heat seven's Skills Test involves a prawn omelette and chicken kofte with cucumber salad.,"Heat seven's Skills Test sees the four contenders preparing a prawn, avocado and pepper omelette and chicken kofte with flatbread and cucumber salad.","Four professional chefs arrive for heat seven, aiming to make their mark in the MasterChef kitchen and to stake their claim to the coveted title. First, they face the infamous Skills Test. Two of the four face Marcus Wareing's test: they have 20 minutes to prepare a prawn, avocado and pepper omelette served with prawn oil. The other two are challenged by Monica Galetti to make chicken kofte served with flatbread and cucumber salad.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b6jm7d.jpg
193,Signed,Strictly Come Dancing - Series 19: Week 3 Results - Signed,"BBC, iPlayer, TV, Strictly Come Dancing, Series 19: Week 3 Results",U,infrequent mild bad language,Two couples face each other in the Movie Week dance-off. ,3.0,50 mins,3000,7:10pm 10 Oct 2021,Two couples face each other in the Movie Week dance-off.,"Two couples face each other in the Movie Week dance-off, and there's a special performance by star of stage and screen Ben Platt.","Movie Week continues with a routine by the Strictly professionals inspired by 2021 film In the Heights. There is also a very special music performance from star of stage and screen Ben Platt, singing You Will Be Found from the movie Dear Evan Hansen. Two couples face each other in our Movie Week dance-off. Who will the judges save, and who will leave the competition this weekend?",https://ichef.bbci.co.uk/images/ic/1200x675/p09y97c1.jpg
195,Signed,Waffle the Wonder Dog - Series 2: 1. Waffle's Ball Pit Pond - Signed,"BBC, iPlayer, TV, Waffle the Wonder Dog, Series 2: 1. Waffles Ball Pit Pond",U,no material likely to offen,Ali and Anaya come for a playdate and Mrs Hobbs tries to teach Waffle good behaviour.,3.0,11 mins,660,5:20pm 2 Jul 2018,Ali and Anaya come for a playdate and Mrs Hobbs tries to teach Waffle good behaviour.,"Preschool comedy drama series. Ali and Anaya come to play, but Waffle isn't joining in. He's next door with Mrs Hobbs, who is teaching him to be a good dog.","It's the hottest day of the year and Waffle is eating ice cream to cool down. Outside in the sweltering heat, Simon turns on the sprinkler to help everyone cool down, but poor Waffle doesn't like the sprinkler and darts through the hole in the fence to Mrs Hobbs's garden, looking for shade. The Brooklyn-Bells try to coax him back, but he refuses to return. Doug decides to make a mini swimming pool by filling the ball pit with cool water. Waffle loves swimming pools. Maybe that will encourage him back?",https://ichef.bbci.co.uk/images/ic/1200x675/p06cdj94.jpg
198,Signed,Louis Theroux - Behind Bars,"BBC, iPlayer, TV, Louis Theroux, Behind Bars",15,"strong language, discriminatory",Louis travels to California to spend two weeks in the notorious San Quentin State Prison.,1.0,59 mins,3540,9:10pm 13 Jan 2008,Louis travels to California to spend two weeks in the notorious San Quentin State Prison.,"Louis travels to California to spend two weeks in the notorious San Quentin State Prison. Built in 1852, San Quentin is dangerously overcrowded.","Another chance to see the BAFTA award winning presenter travelling to northern California to visit America's notorious San Quentin State Prison.Built in 1852, San Quentin is one of America's oldest prisons and suffers from chronic overcrowding. Although famous for its death row the prison's main task is to house a transient population of 3,000 murderers, sexual predators and small-time criminals.Louis spends two weeks with these inmates and quickly discovers that they inhabit a strange world within a world with its own rules and its own brutal code of conduct. He meets amongst others David Silva who is serving 521 years and 11 life sentences and is locked down for 23 hours a day. Silva's crimes as he describes them 'would never be forgotten' and he talks of how he faces up to the prospect of never leaving prison. Louis meets Deborah and Rob a transgender couple who live like husband and wife and how Deborah feels that after 20 years of continual offending, San Quentin now feels like home.",https://ichef.bbci.co.uk/images/ic/1200x675/p06k8t74.jpg
200,Signed,"Go Jetters - Series 3: 8. Middle of the World City, Ecuador","BBC, iPlayer, TV, Go Jetters, Series 3: 8. Middle of the World City, Ecuador",U,clean,Someone pretends to be the Go Jetters and glitches a monument in Ecuador. Who could it be?,3.0,11 mins,660,2 Sep 2019,Someone pretends to be the Go Jetters and glitches a monument in Ecuador. Who could it be?,Glitch is out to prove he’s just as good as the Go Jetters when he heads to Ecuador and moves the Monument to the Equator.,"After hearing about how the Monument to the Equator in Ciudad Mitad del Mundo is in the wrong location, Glitch and his Glitchbots pretend to be the Go Jetters and move the monument onto the equator. But when things start to go wrong, Glitch must learn that some glitches are fine the way they are.",https://ichef.bbci.co.uk/images/ic/1200x675/p07pvwc6.jpg
201,Signed,The Mating Game - Series 1: 4. Freshwater: Timing Is Everything - Signed,"BBC, iPlayer, TV, The Mating Game, Series 1: 4. Freshwater: Timing Is Everything",PG,"animal fighting, very mild threat, animal mating",The cycle of freshwater triggers spectacular mating rituals and fierce competition.,,58 mins,3476,8pm 24 Oct 2021,The cycle of freshwater triggers spectacular mating rituals and fierce competition.,"Freshwater is often the stage on which millions of animals gather to find a mate, and the cycle of freshwater is the trigger for spectacular mating rituals and fierce competition.","Freshwater covers only a tiny fraction of the earth’s surface, but it is a vital meeting place for many animals - the stage on which millions gather to find a mate. Yet with so little of it available, and often only briefly, the challenge for most individuals is how to overcome intense competition when your rivals are just as dependent on the precious freshwater for their success. Whether it is from melting ice, torrential rain or shrinking wetlands, the cycle of freshwater is the trigger for spectacular mating rituals and fierce combat.The start of the rains in South Africa triggers a violent battle between male giant African bullfrogs. Rare hooded grebes in Patagonia perform one of nature’s more comical dances to seduce their partner, and a male cichlid fish builds a home for his harem from old snail shells, but a sneaky dwarf has the last laugh there.The mating season for animals that live in freshwater is often determined by when is best for their new offspring - even if that moment is far from ideal for the parents. In the wetlands of Zambia, female lechwe antelope search for the strongest males while contending with drought, and in the Pantanal of Brazil at the end of the dry season, caimans congregate in huge numbers around the last remaining water to perform their spectacular displays.For all those dependent on the cycle of freshwater to breed, timing is everything.",https://ichef.bbci.co.uk/images/ic/1200x675/p09z41sr.jpg
205,Signed,Civilisations - Series 1: 9. The Vital Spark - Signed,"BBC, iPlayer, TV, Civilisations, Series 1: 9. The Vital Spark",15,"strong sex references, disturbing images",Simon Schama explores the fate of art in the machine- and profit-driven world.,3.0,59 mins,3539,1 Mar 2018,Simon Schama explores the fate of art in the machine- and profit-driven world.,"Documentary. Simon Schama explores the fate of art in the machine- and profit-driven world, looking at the rise of art as a tradeable commodity.","Simon Schama begins Civilisations with this premise: that it is in art - the play of the creative imagination - that humanity expresses its most essential self: the power to break the tyranny of the humdrum, the grind of everyday. Art makes life worth living and is the great window into human potential. And societies become civilised to the extent that they take culture as seriously as the prosecution of power or the accumulation of wealth. But in the century of total war and industrial slaughter, was (and is) that enough? The cause of humanity went up in the smoke of the Nazi crematoria. Horror and terror brushed beauty aside and stamped on its pretensions. In the modern world, art has become increasingly commodified. Simon's last programme explores the fate of art in the machine- and profit-driven world. It looks at the rise of art as a tradeable commodity and turns on one central question. Should art create a realm separate from the modern world, a place where we can escape and pull the ladder up after us? Or should it plunge headlong into the chaos and cacophony while transforming the way we see it and live in it?Using the works of both dead and contemporary artists of the 20th and 21st centuries, Simon seeks answers to these profound questions. His conclusion is imbued with hope: despite all the travails of the present, by engaging with the here-and-now, art still offers civilisation an insight into the incomprehensibility of the world and a way to transcend its horrors with the enduring creativity of the human spirit.",https://ichef.bbci.co.uk/images/ic/1200x675/p060mfcz.jpg
209,Signed,Andy's Dinosaur Adventures - 2. Diplodocus and Fern - Signed,"BBC, iPlayer, TV, Andys Dinosaur Adventures, 2. Diplodocus and Fern",U,mild threat,"Andy travels back in time 152 million years, to the time of diplodocus.",1.0,14 mins,834,18 Feb 2014,"Andy travels back in time 152 million years, to the time of diplodocus.","Children's dinosaur history series. Andy travels back in time 152 million years, to the time of diplodocus.","Andy travels back in time 152 million years, to the time of diplodocus - a massive 25-metre-long plant-eating dinosaur. His mission is to find and pick a giant fern to replace the one he accidentally broke back at the museum. Along the way he witnesses an adult diplodocus knocking down trees with its front legs. Will he succeed before the museum opens?",https://ichef.bbci.co.uk/images/ic/1200x675/p07hxrd2.jpg
210,Signed,Bluey - Series 1: 9. Hotel - Signed,"BBC, iPlayer, TV, Bluey, Series 1: 9. Hotel",U,clean,"Bluey and Bingo run a crazy hotel, with Dad as their put upon guest.",,7 mins,403,26 Apr 2021,"Bluey and Bingo run a crazy hotel, with Dad as their put upon guest.","Bluey and Bingo run a crazy hotel, with Dad as their put upon guest. But when Bingo quits over Bluey being too controlling, Dad needs to teach them the importance of compromise.","Bluey and Bingo run a crazy hotel, with Dad as their put upon guest. But when Bingo quits over Bluey being too controlling, Dad needs to teach them the importance of compromise.",https://ichef.bbci.co.uk/images/ic/1200x675/p09dr3rh.jpg
212,Signed,Antiques Roadshow - Series 43: Windermere Jetty 2 - Signed,"BBC, iPlayer, TV, Antiques Roadshow, Series 43: Windermere Jetty 2",U,clean,The Roadshow comes from the shores of Lake Windermere in the Lake District.,3.0,58 mins,3475,9 May 2021,The Roadshow comes from the shores of Lake Windermere in the Lake District.,"The roadshow comes from the Jetty Museum on the shores of Lake Windermere in the Lake District, where finds include a Cherokee pipe and a unique piece of footballing history.","The Roadshow comes from the Windermere Jetty Museum in the Lake District where treasures turning up include a Cherokee pipe, a wooden decoy duck that was served at a banquet, a WWI portrait with an amazing story to tell and a unique piece of football memorabilia. Also, Fiona Bruce hears the heartbreaking story of the Windermere children, orphans rescued from Nazi concentration camps at the end of the Second World War to rebuild their lives on the shores of this tranquil lake.",https://ichef.bbci.co.uk/images/ic/1200x675/p09gxkdj.jpg
213,Signed,Celebrity MasterChef - Series 16: Episode 13 - Signed,"BBC, iPlayer, TV, Celebrity MasterChef, Series 16: Episode 13",PG,language,"In the first semi-final, the celebrities are tested on their teamwork. ",3.0,58 mins,3495,9pm 8 Sep 2021,"In the first semi-final, the celebrities are tested on their teamwork.","In the first semi-final, the celebrities are tested on their teamwork. Split into two teams, they must cook not together but in relay, without telling each other what they have done.","After four weeks of intense competition, the best eight cooks remain. In the first of the semi-finals, the celebrities are tested on their teamwork. Split into two teams, the celebrities must design and create two mouthwatering dishes. But they won’t be cooking alongside each other they will be cooking in relay. Using a whole duck for the main course and pears for the dessert, each team member has 20 minutes to make their contribution to the dishes, but being unable to talk to one another, each cook must try to work out what the dishes are meant to be from the clues left behind by their teammates and then carry on. With everyone feeling the pressure to succeed, will the celebrities be able to create something successful?Next, the celebrities are asked to push the boundaries of the everyday by guest chef and sandwich king Max Halley. After demonstrating his secrets of deliciousness in a sandwich – hot, cold, sweet, sour, crunchy, soft – the celebrities must get creative and come up with their own dream sandwich. Everything rides on the success of their sandwich because at the end of the challenge one celebrity will be going home, their dream of becoming Celebrity MasterChef champion 2021 over.",https://ichef.bbci.co.uk/images/ic/1200x675/p09tncg7.jpg
214,Signed,Dani's House - Series 1: 13. House for Sale - Signed,"BBC, iPlayer, TV, Danis House, Series 1: 13. House for Sale",U,clean,The friends discover to their horror that Danis house is up for sale.,3.0,28 mins,1690,4:35pm 19 Dec 2008,The friends discover to their horror that Dani's house is up for sale.,Surreal sitcom. The friends discover to their horror that Dani's house is up for sale - at least if Max and a greedy estate agent have anything to do with it.,"The friends discover to their horror that Dani's house is up for sale - at least if Max and his greedy mentor, estate agent Edgar Molloy, have anything to do with it. Can Dani scupper their plans or is this the end for Dani and her friends?",https://ichef.bbci.co.uk/images/ic/1200x675/p089jlnm.jpg
226,Science & Nature,Frozen Planet - 2. Spring,"BBC, iPlayer, TV, Frozen Planet, 2. Spring",PG,animal hunting,"Spring arrives in the polar regions, and the sun appears after an absence of five months.",,58 mins,3463,2 Nov 2011,"Spring arrives in the polar regions, and the sun appears after an absence of five months.","Documentary series. It's spring in the polar regions and, after a five-month absence, the sun reappears. The greatest seasonal transformation on our planet is under way.","Spring arrives in the polar regions, and the sun appears after an absence of five months warmth and life return to these magical ice worlds - the greatest seasonal transformation on our planet is under way.Male adelie penguins arrive in Antarctica to build their nests - it takes a good property to attract the best mates and the males will stop at nothing to better their rivals. But these early birds face the fiercest storms on the planet.In the Arctic, a polar bear mother is hunting with her cubs. Inland, the frozen rivers start to break up and billions of tons of ice are swept downstream in the greatest of polar spectacles. This meltwater fertilizes the Arctic Ocean, feeding vast shoals of Arctic cod and narwhal. The influx of freshwater accelerates the breakup of the sea ice - an area of ice the size of Australia will soon vanish from the Arctic.On land, a woolly bear caterpillar emerges from the snow having spent the winter frozen solid. Caterpillars normally become moths within months of hatching, but life is so harsh here that the woolly bear takes 14 years to reach adulthood. Once mature, it has only days to find a mate before it dies. Alongside the caterpillars, white arctic wolves race to raise their adorable cubs before the cold returns.In Antarctica, vast numbers of seabirds arrive on South Georgia joining the giant albatross and king penguins that have been there all winter. Elephant seals fight furious battles over females on a beach that contains the greatest mass of animals on the planet.Finally, the female adelie penguins arrive, chased from the water by killer whales. Mating and chick rearing lie ahead of them.",https://ichef.bbci.co.uk/images/ic/1200x675/p01h6jw0.jpg
229,Science & Nature,Great Barrier Reef - 3. Reef and Beyond,"BBC, iPlayer, TV, Great Barrier Reef, 3. Reef and Beyond",U,clean,A look at the creatures who travel for thousands of miles to visit the reefs warm waters.,,59 mins,3546,8:10pm 15 Jan 2012,A look at the creatures who travel for thousands of miles to visit the reef's warm waters.,Monty Halls explores Australia's natural wonder. The Great Barrier Reef is vitally linked to the rest of the planet and creatures travel thousands of miles to visit.,"The Great Barrier Reef is vitally linked to the rest of the planet in many ways. Creatures travel for thousands of miles to visit in spectacular numbers, including tiger sharks, great whales, sea birds and the largest green turtle gathering on earth. Alien creatures that are rarely seen, like nautilus, also rise out of the deep to visit the reef's warm waters. Weather systems travelling from across the Pacific also affect the whole reef, including mighty cyclones that bring destruction and chaos to the coral and the creatures that live on it. And it is weather patterns and climate change on a global scale that are likely to shape the future of the Great Barrier Reef and all its wildlife.",https://ichef.bbci.co.uk/images/ic/1200x675/p08zg4th.jpg
230,Science & Nature,The Green Planet - Series 1: 5. Human Worlds,"BBC, iPlayer, TV, The Green Planet, Series 1: 5. Human Worlds",U,clean,"Two out of five plants are threatened, but people are finding many new ways to help them.",3.0,58 mins,3450,6 Feb 2022,"Two out of five plants are threatened, but people are finding many new ways to help them.","Two out of five wild plants are threatened with extinction. Today people are finding remarkable ways to help them, and so make our world a little greener and a little wilder.","We rely on plants for almost everything, including the air we breathe and the food we eat. Two in five wild plants are threatened with extinction, but people are finding new ways to help them, from projects in Africa to reseed the landscape to the rebuilding of a tropical forest in Brazil, tree by tree.",https://ichef.bbci.co.uk/images/ic/1200x675/p0blrlcb.jpg
231,Science & Nature,Aquarela,"BBC, iPlayer, TV, Aquarela",12,distressing scene,A cinematic journey through the transformative beauty and raw power of water.,,82 mins,4939,25 Aug 2021,A cinematic journey through the transformative beauty and raw power of water.,A cinematic journey through the transformative beauty and raw power of water and a wake-up call for humankind that we are no match for the force and will of earth’s most precious element.,"A cinematic journey through the transformative beauty and raw power of water that provides a visceral wake-up call for humankind that we are no match for the sheer force and capricious will of earth’s most precious element. From the precarious frozen waters of Russia’s Lake Baikal to Miami in the throes of Hurricane Irma to Venezuela’s mighty Angel Falls, water’s many personalities are captured in startling cinematic clarity.",https://ichef.bbci.co.uk/images/ic/1200x675/p09ss26y.jpg
232,Science & Nature,Zoo Quest - Zoo Quest for a Dragon: 5. Bali - Part Two,"BBC, iPlayer, TV, Zoo Quest, Zoo Quest for a Dragon: 5. Bali - Part Two",PG,infrequent mild bad language,David Attenborough encounters scaly anteaters as his expedition continues in Bali. (1956),3.0,30 mins,1789,8:15pm 2 Nov 1956,David Attenborough encounters scaly anteaters as his expedition continues in Bali. (1956),"First transmitted in 1956, the Zoo Quest team wander off the beaten track on the beautiful island of Bali, encountering curious villagers and remarkable creatures.","First transmitted in 1956, David Attenborough walks through avenues of palm trees and rice fields in order to reach a small Balinese village.Once there, he encounters curious villagers and remarkable creatures, including ants that demonstrate some ingenious behaviour.In addition to exploring less celebrated wildlife, this is also an opportunity to witness the unique Balinese culture with its hypnotic music and dance based on ancient Hindu legends.",https://ichef.bbci.co.uk/images/ic/1200x675/p01hz7pg.jpg
236,Science & Nature,Born to Be Wild - Series 2: Episode 1,"BBC, iPlayer, TV, Born to Be Wild, Series 2: Episode 1",12,dangerous behaviour,A look behind the scenes at the Scottish SPCA’s National Wildlife Rescue Centre.,1.0,58 mins,3480,8pm 19 Jul 2021,A look behind the scenes at the Scottish SPCA’s National Wildlife Rescue Centre.,"April helps hand-rear Padme the orphaned fox cub, while in the seal unit, Kaniz needs the help of specialist vet Romain to operate on a grey seal with a swollen flipper.","It’s the start of spring at the SSPCA Wildlife Rescue Centre – the place where orphaned and injured wild animals from all over Scotland find help from a dedicated team of vets and carers.Former wildlife assistant April has been newly promoted to the head of the large mammals section and, with the other team members, she anxiously awaits the influx of orphans that accompanies the arrival of March each year. The first orphans to arrive are nearly always fox cubs and this year is no different, with a lone cub soon arriving.The team decide on a Star Wars theme for this year’s fox names, and soon April is hand-rearing little Solo, with many others such as female cub Padme close behind. Solo thrives, but Padme manages to injure her leg trying to leap out of her enclosure. Luckily, specialist vet Romain is on hand to repair the damaged leg, and all the foxes are eventually returned to the wild.In the seal unit, Kaniz is confronted by a dilemma with grey seal Concentration, who appears to have an inflamed flipper. Once again it’s down to miracle-worker Romain to heal the seal with the help of specialist surgery and a hi-tech, heat-sensitive camera.",https://ichef.bbci.co.uk/images/ic/1200x675/p09tydh2.jpg
